query shape,retrieved shapes
Bed/D00545.obj,"Wheel/m735.obj, PianoBoard/D00253.obj, TruckNonContainer/D00148.obj, MultiSeat/D00985.obj, PianoBoard/D00441.obj"
Bed/D00552.obj,"AircraftBuoyant/m1344.obj, ClassicPiano/D00983.obj, BuildingNonResidential/m474.obj, ClassicPiano/D00009.obj, RectangleTable/m878.obj"
Bed/D00988.obj,"RectangleTable/m917.obj, Cellphone/D00362.obj, BuildingNonResidential/m418.obj, RectangleTable/m872.obj, Cellphone/D00192.obj"
Bed/D00184.obj,"DeskPhone/D00680.obj, Cellphone/D00817.obj, MultiSeat/D00586.obj, RectangleTable/m895.obj, Wheel/m739.obj"
Bed/D00031.obj,"TruckNonContainer/D00783.obj, Bed/m945.obj, PianoBoard/D00235.obj, MultiSeat/m774.obj, Truck/D00406.obj"
Bed/m949.obj,"ClassicPiano/D00254.obj, DeskLamp/m616.obj, DeskLamp/D00797.obj, DeskLamp/D00090.obj, DeskLamp/m613.obj"
Bed/D00839.obj,"Bed/m947.obj, RectangleTable/D00714.obj, Shelf/D00057.obj, Bus/D00436.obj, RectangleTable/D00187.obj"
Bed/m948.obj,"Bed/D00210.obj, RectangleTable/m887.obj, Shelf/D00818.obj, Wheel/m734.obj, Bus/D00775.obj"
Bed/m945.obj,"TruckNonContainer/D00783.obj, Truck/D00406.obj, Bed/D00031.obj, Car/m1502.obj, Car/m1510.obj"
Bed/m951.obj,"RoundTable/D00909.obj, Ship/D00258.obj, Spoon/D00842.obj, Gun/D00802.obj, Gun/m667.obj"
Bed/D00565.obj,"Monitor/D00919.obj, Glasses/D00560.obj, BuildingNonResidential/m478.obj, RectangleTable/m889.obj, Cup/D00067.obj"
Bed/D00217.obj,"Bed/D00538.obj, RectangleTable/m914.obj, Bed/D00650.obj, RectangleTable/m879.obj, RectangleTable/m891.obj"
Bed/D00969.obj,"TruckNonContainer/D00608.obj, Truck/D00287.obj, MultiSeat/D00273.obj, Bus/D00483.obj, Bus/D00677.obj"
Bed/m950.obj,"RectangleTable/D00295.obj, RectangleTable/m901.obj, RectangleTable/D00230.obj, RectangleTable/m907.obj, RectangleTable/m913.obj"
Bed/m946.obj,"RectangleTable/m874.obj, Bed/D00322.obj, RectangleTable/m897.obj, RectangleTable/m870.obj, RectangleTable/m914.obj"
Bed/D00836.obj,"Train/D01008.obj, Bookset/D01038.obj, RectangleTable/m898.obj, PianoBoard/D00460.obj, Bed/D00110.obj"
Bed/m947.obj,"Bed/D00839.obj, RectangleTable/D00714.obj, Shelf/D00057.obj, RectangleTable/D00187.obj, Bus/D00436.obj"
Bed/D00417.obj,"Bus/D00264.obj, Bus/D00823.obj, Bus/D00084.obj, Train/m1581.obj, Bus/D00516.obj"
Bed/D00210.obj,"Bed/m948.obj, RectangleTable/m887.obj, Shelf/D00818.obj, Bus/D00775.obj, Wheel/m734.obj"
Bed/D00213.obj,"Glasses/D00813.obj, Glasses/D00656.obj, Shelf/D00074.obj, PianoBoard/D00966.obj, Door/m1732.obj"
Bed/D00538.obj,"Bed/D00217.obj, Bed/D00650.obj, RectangleTable/m914.obj, RectangleTable/m879.obj, RectangleTable/m891.obj"
Bed/D00110.obj,"Bed/D00836.obj, PianoBoard/D00460.obj, Car/m1506.obj, Wheel/m740.obj, Train/D01008.obj"
Bed/D00307.obj,"PianoBoard/D00008.obj, RoundTable/D00344.obj, RoundTable/m923.obj, NonWheelChair/m823.obj, MultiSeat/m778.obj"
Violin/D00108.obj,"City/D01101.obj, SubmachineGun/D00893.obj, SubmachineGun/D00459.obj, Spoon/D00497.obj, SubmachineGun/D00970.obj"
Violin/D00250.obj,"Violin/D00216.obj, Humanoid/m217.obj, Humanoid/m214.obj, Violin/D00898.obj, Violin/D00704.obj"
Violin/D00324.obj,"Gun/m675.obj, Violin/D00570.obj, Musical_Instrument/m637.obj, Violin/D00701.obj, Gun/m671.obj"
Violin/D00898.obj,"Guitar/D00414.obj, Guitar/D00222.obj, Ship/D00543.obj, Tree/m1086.obj, Humanoid/m214.obj"
Violin/D00340.obj,"Violin/D00358.obj, Guitar/D00335.obj, Humanoid/m145.obj, Gun/m651.obj, Guitar/D00844.obj"
Violin/D00620.obj,"Musical_Instrument/m638.obj, Musical_Instrument/m639.obj, Tool/m1112.obj, Musical_Instrument/m641.obj, Guitar/D00041.obj"
Violin/D00743.obj,"Train/D01134.obj, Humanoid/m189.obj, Bottle/D00020.obj, Ship/m1438.obj, Ship/m1442.obj"
Violin/D00376.obj,"Sword/D00149.obj, Tool/m1100.obj, Musical_Instrument/m634.obj, Violin/D00349.obj, FloorLamp/m624.obj"
Violin/D00570.obj,"Violin/D00701.obj, Violin/D00324.obj, Gun/m670.obj, Sign/m1670.obj, FloorLamp/m624.obj"
Violin/D00216.obj,"Violin/D00250.obj, Humanoid/m217.obj, Humanoid/m214.obj, Violin/D00898.obj, Violin/D00704.obj"
Violin/D00349.obj,"Musical_Instrument/m634.obj, Knife/D01120.obj, FloorLamp/m624.obj, Violin/D00376.obj, Sword/D00149.obj"
Violin/D00598.obj,"HumanHead/D00566.obj, Knife/D01054.obj, Humanoid/m180.obj, Bus/D00446.obj, Knife/D01063.obj"
Violin/D00358.obj,"Humanoid/m145.obj, Violin/D00340.obj, Guitar/D00335.obj, Gun/m651.obj, Guitar/D00844.obj"
Violin/D00602.obj,"AquaticAnimal/m61.obj, Humanoid/m146.obj, Helicopter/m1305.obj, AquaticAnimal/m68.obj, Violin/D00993.obj"
Violin/D00993.obj,"Humanoid/m264.obj, Humanoid/m262.obj, Humanoid/m185.obj, Humanoid/m146.obj, Chess/D01112.obj"
Violin/D00704.obj,"Humanoid/m261.obj, Humanoid/m208.obj, PlantWildNonTree/m982.obj, AquaticAnimal/m53.obj, Violin/D00250.obj"
Violin/D00506.obj,"SubmachineGun/D00960.obj, SubmachineGun/D00878.obj, Guitar/D00023.obj, Guitar/D00416.obj, SubmachineGun/D00256.obj"
Violin/D00701.obj,"Violin/D00570.obj, Gun/m670.obj, Sign/m1670.obj, Violin/D00324.obj, FloorLamp/m624.obj"
Violin/D00675.obj,"Spoon/D00790.obj, Gun/m659.obj, Guitar/D00849.obj, Ship/m1431.obj, SubmachineGun/D00459.obj"
Violin/D00891.obj,"Gun/m672.obj, Gun/m674.obj, SubmachineGun/D00537.obj, Knife/D01189.obj, Musical_Instrument/m629.obj"
Monitor/D00863.obj,"RectangleTable/m910.obj, Jet/m1239.obj, Monoplane/D00043.obj, Jet/m1162.obj, Door/m1731.obj"
Monitor/D00915.obj,"Bird/D00164.obj, Helicopter/D00502.obj, DeskPhone/D00403.obj, Jet/m1228.obj, Helicopter/m1323.obj"
Monitor/D01000.obj,"Gun/D00207.obj, Insect/m14.obj, Insect/D00695.obj, PlantIndoors/m1008.obj, Helicopter/m1308.obj"
Monitor/D00444.obj,"Hand/D01117.obj, Quadruped/m106.obj, DeskPhone/D00154.obj, Insect/D00160.obj, BuildingNonResidential/m407.obj"
Monitor/D00336.obj,"Hand/m332.obj, Mug/D00908.obj, HumanHead/D00629.obj, Mug/D00172.obj, Hand/D01162.obj"
Monitor/D00469.obj,"MultiSeat/D00046.obj, BuildingNonResidential/m386.obj, Car/D00299.obj, MultiSeat/m840.obj, Vase/m534.obj"
Monitor/D00141.obj,"PlantWildNonTree/m965.obj, Bird/m36.obj, Tree/m1092.obj, Jet/m1299.obj, Ship/m1449.obj"
Monitor/D00387.obj,"Quadruped/m104.obj, PlantIndoors/m1033.obj, Humanoid/m252.obj, Quadruped/D00867.obj, FloorLamp/D00580.obj"
Monitor/D00391.obj,"Biplane/D00132.obj, Sign/m1685.obj, Insect/D00788.obj, Insect/D00430.obj, Biplane/m1120.obj"
Monitor/D00412.obj,"WheelChair/D00628.obj, HumanHead/m361.obj, ClassicPiano/D00789.obj, NonWheelChair/m799.obj, NonWheelChair/m794.obj"
Monitor/D00229.obj,"PlantIndoors/m990.obj, PlantIndoors/m1023.obj, Computer/D01128.obj, PlantIndoors/D00466.obj, Biplane/D00601.obj"
Monitor/D00007.obj,"Bird/D00113.obj, Computer/D01026.obj, PlantIndoors/m999.obj, PlantIndoors/D00238.obj, Hand/D01197.obj"
Monitor/D00364.obj,"RoundTable/m934.obj, Bookset/D01042.obj, Computer/D01164.obj, RoundTable/m925.obj, Tree/m1069.obj"
Monitor/D00548.obj,"DeskPhone/D00486.obj, Cellphone/D00542.obj, Gun/m663.obj, Insect/m1.obj, Gun/m661.obj"
Monitor/D00978.obj,"Vase/m527.obj, Mug/D00923.obj, Mug/m509.obj, HumanHead/m368.obj, HumanHead/D00072.obj"
Monitor/D00659.obj,"RectangleTable/m876.obj, HumanHead/m354.obj, HumanHead/m346.obj, WheelChair/D00203.obj, NonWheelChair/D00419.obj"
Monitor/D00920.obj,"Helicopter/m1319.obj, Jet/m1173.obj, Insect/D00399.obj, Jet/m1279.obj, Jet/m1270.obj"
Monitor/D00919.obj,"BuildingNonResidential/m478.obj, Bed/D00565.obj, RectangleTable/m889.obj, Glasses/D00560.obj, PianoBoard/D00104.obj"
Monitor/D00339.obj,"PlantIndoors/m1002.obj, Insect/D00662.obj, Insect/D00884.obj, Insect/D00668.obj, Jet/m1183.obj"
Monitor/D00852.obj,"Mug/D00684.obj, BuildingNonResidential/m390.obj, Mug/m504.obj, Tree/D00727.obj, Drum/D00939.obj"
City/m1652.obj,"City/D01103.obj, Humanoid/m237.obj, City/m1662.obj, SubmachineGun/D00489.obj, Monoplane/D00963.obj"
City/D01001.obj,"Monoplane/D00995.obj, House/m439.obj, DeskPhone/D00403.obj, Insect/D00895.obj, Bird/D00164.obj"
City/D01039.obj,"City/m1661.obj, Door/D01139.obj, Sign/m1680.obj, Insect/D00672.obj, Door/D01194.obj"
City/m1654.obj,"RectangleTable/m877.obj, Bicycle/D00558.obj, Jet/m1288.obj, FloorLamp/D00740.obj, City/D01068.obj"
City/D01010.obj,"City/m1664.obj, Computer/m1777.obj, Computer/D01082.obj, Tree/m1064.obj, Computer/D01072.obj"
City/D01007.obj,"Jet/m1293.obj, Motorcycle/m1480.obj, Jet/m1155.obj, Helicopter/m1322.obj, Bird/m43.obj"
City/D01173.obj,"City/m1660.obj, Monoplane/D00482.obj, Humanoid/m242.obj, Jet/m1262.obj, Jet/m1149.obj"
City/D01101.obj,"Violin/D00108.obj, SubmachineGun/D00893.obj, Spoon/D00497.obj, Spoon/D00085.obj, Guitar/D00849.obj"
City/D01103.obj,"City/m1652.obj, Humanoid/m237.obj, City/m1662.obj, SubmachineGun/D00489.obj, Monoplane/D00963.obj"
City/D01066.obj,"Jet/m1257.obj, Insect/D00895.obj, Insect/D00081.obj, Sword/m705.obj, City/D01181.obj"
City/D01068.obj,"RoundTable/m935.obj, RectangleTable/m877.obj, City/m1654.obj, Bicycle/D00558.obj, FloorLamp/D00740.obj"
City/D01056.obj,"RectangleTable/D00678.obj, RoundTable/m933.obj, Hat/m1631.obj, RectangleTable/m894.obj, Musical_Instrument/m646.obj"
City/D01133.obj,"Jet/m1259.obj, Jet/m1229.obj, DeskPhone/D00318.obj, Jet/m1225.obj, Jet/m1161.obj"
City/D01090.obj,"Bird/D00625.obj, City/m1659.obj, Insect/D00109.obj, Jet/m1241.obj, Jet/m1249.obj"
City/D01091.obj,"Bird/m44.obj, City/D01195.obj, PlantIndoors/D00968.obj, Jet/m1287.obj, PlantIndoors/m1021.obj"
City/D01124.obj,"Jet/m1273.obj, Jet/m1285.obj, Jet/m1269.obj, Insect/D00787.obj, Jet/m1281.obj"
City/D01092.obj,"DeskPhone/D00899.obj, Quadruped/m282.obj, Tree/m1096.obj, Bicycle/D00750.obj, Motorcycle/D00880.obj"
City/D01079.obj,"Gun/m649.obj, Gun/D00137.obj, Glasses/D00717.obj, Gun/m654.obj, Gun/D00425.obj"
City/D01181.obj,"Sword/m705.obj, Jet/m1257.obj, City/D01066.obj, Tree/m1093.obj, Insect/D00895.obj"
City/D01195.obj,"PlantIndoors/D00968.obj, City/D01091.obj, Bird/m44.obj, PlantIndoors/m1021.obj, Sword/m689.obj"
City/m1664.obj,"City/D01010.obj, Computer/m1777.obj, Computer/D01082.obj, Tree/m1064.obj, Computer/D01072.obj"
City/m1659.obj,"Insect/D00109.obj, Jet/m1241.obj, City/D01090.obj, Bird/D00625.obj, Bird/D00862.obj"
City/D01018.obj,"Insect/D00615.obj, Insect/D00102.obj, Jet/m1278.obj, BuildingNonResidential/m470.obj, Sign/m1676.obj"
City/m1661.obj,"City/D01039.obj, Sign/m1680.obj, Door/D01139.obj, Insect/D00672.obj, Insect/m19.obj"
City/m1660.obj,"City/D01173.obj, Monoplane/D00482.obj, Humanoid/m242.obj, Jet/m1149.obj, Jet/m1262.obj"
City/D01192.obj,"Motorcycle/D00544.obj, Motorcycle/D00594.obj, Chess/m1595.obj, Ship/m1451.obj, BuildingNonResidential/m389.obj"
City/m1662.obj,"Biplane/m1124.obj, Humanoid/m239.obj, Door/m1727.obj, Monoplane/D00963.obj, Humanoid/m243.obj"
Cup/m495.obj,"PianoBoard/D00755.obj, PianoBoard/D00075.obj, Computer/D01023.obj, Guitar/D00232.obj, Helicopter/D00986.obj"
Cup/m494.obj,"Train/m1578.obj, Cup/D00355.obj, Train/D01035.obj, Train/D01055.obj, Train/D01095.obj"
Cup/m496.obj,"Shelf/m852.obj, Shelf/m861.obj, Shelf/D00956.obj, Wheel/m736.obj, MultiSeat/D00245.obj"
Cup/D00874.obj,"NonWheelChair/m787.obj, Chess/D01171.obj, MultiSeat/m781.obj, NonWheelChair/m826.obj, Hand/m331.obj"
Cup/m497.obj,"Shelf/D00242.obj, Cellphone/D00312.obj, Drum/D00982.obj, Cellphone/D00018.obj, Shelf/m846.obj"
Cup/D00519.obj,"Truck/m1573.obj, DeskLamp/D00257.obj, Humanoid/m161.obj, Humanoid/m134.obj, Hand/D01198.obj"
Cup/D00642.obj,"Humanoid/m164.obj, Humanoid/m178.obj, Humanoid/m149.obj, Humanoid/m132.obj, Bottle/D00139.obj"
Cup/D00457.obj,"Chess/D01145.obj, Chess/m1614.obj, Chess/D01123.obj, Bottle/m490.obj, Humanoid/m189.obj"
Cup/m526.obj,"Computer/m1769.obj, HumanHead/D00061.obj, House/m434.obj, HumanHead/D00610.obj, Drum/D00115.obj"
Cup/D00550.obj,"Cup/m502.obj, Cup/m501.obj, Cup/D00270.obj, Cup/D00328.obj, MultiSeat/m836.obj"
Cup/D00587.obj,"Shelf/D00592.obj, Bookset/D01078.obj, MilitaryVehicle/D00577.obj, NonWheelChair/m785.obj, NonWheelChair/m789.obj"
Cup/D00035.obj,"TruckNonContainer/D00143.obj, MultiSeat/m840.obj, Cup/m498.obj, Car/D00299.obj, Cup/D00214.obj"
Cup/D00355.obj,"Train/m1578.obj, Cup/m494.obj, Truck/D00518.obj, Train/D01014.obj, Train/D01137.obj"
Cup/D00363.obj,"PlantIndoors/m1009.obj, Tool/m1108.obj, ClassicPiano/D00605.obj, PlantWildNonTree/m988.obj, Sign/m1679.obj"
Cup/D00174.obj,"Chess/D01017.obj, Vase/m536.obj, Bottle/D00390.obj, Cup/D00035.obj, Bottle/D00176.obj"
Cup/D00214.obj,"Cup/m498.obj, Mug/m503.obj, Cup/D00463.obj, Vase/m534.obj, MultiSeat/m840.obj"
Cup/D00638.obj,"AircraftBuoyant/m1347.obj, MultiSeat/D00749.obj, RoundTable/D00503.obj, RoundTable/m927.obj, Vase/m537.obj"
Cup/D00206.obj,"NonWheelChair/m823.obj, MultiSeat/m778.obj, PianoBoard/D00008.obj, Computer/m1766.obj, Computer/D01071.obj"
Cup/D00738.obj,"Cup/D00882.obj, Cup/D00843.obj, Bookset/D01038.obj, Train/D01008.obj, Car/m1556.obj"
Cup/D00328.obj,"Cup/D00270.obj, Train/D01064.obj, Quadruped/m99.obj, MultiSeat/m836.obj, Cup/D00550.obj"
Cup/D00843.obj,"Car/m1556.obj, Car/m1535.obj, Car/m1551.obj, Cup/D00882.obj, Cup/D00738.obj"
Cup/m502.obj,"Cup/m501.obj, Cup/D00550.obj, Cup/D00328.obj, Cup/D00270.obj, MultiSeat/m836.obj"
Cup/m500.obj,"Quadruped/D00757.obj, Computer/D01071.obj, Computer/m1766.obj, Quadruped/m111.obj, Hat/m1629.obj"
Cup/D00882.obj,"Cup/D00738.obj, Cup/D00843.obj, Car/m1556.obj, Bookset/D01038.obj, Train/D01008.obj"
Cup/m501.obj,"Cup/m502.obj, Cup/D00550.obj, Cup/D00328.obj, Cup/D00270.obj, MultiSeat/m836.obj"
Cup/D00067.obj,"Bed/D00565.obj, Door/D01144.obj, Monitor/D00919.obj, BuildingNonResidential/m478.obj, PianoBoard/D00104.obj"
Cup/D00463.obj,"Vase/m534.obj, Cup/D00214.obj, Vase/m538.obj, Mug/m503.obj, Cup/m498.obj"
Cup/m499.obj,"Jet/m1291.obj, Insect/m0.obj, Biplane/D00634.obj, Biplane/D00890.obj, Quadruped/m87.obj"
Cup/m498.obj,"Mug/m503.obj, Cup/D00214.obj, TruckNonContainer/D00143.obj, BuildingNonResidential/m387.obj, Cup/D00463.obj"
Cup/D00270.obj,"Cup/D00328.obj, Train/D01064.obj, MultiSeat/m836.obj, Quadruped/m99.obj, Cup/D00550.obj"
Quadruped/m278.obj,"Jet/m1208.obj, AquaticAnimal/m73.obj, DeskPhone/D00773.obj, Starship/m1364.obj, DeskPhone/D00576.obj"
Quadruped/m279.obj,"Jet/m1201.obj, Jet/m1237.obj, Jet/m1195.obj, Jet/m1171.obj, Jet/m1153.obj"
Quadruped/m98.obj,"Quadruped/m97.obj, Quadruped/m96.obj, Quadruped/D00111.obj, Quadruped/D00226.obj, Train/m1580.obj"
Quadruped/m99.obj,"Humanoid/m191.obj, Train/D01064.obj, Cup/D00270.obj, Cup/D00328.obj, MultiSeat/m836.obj"
Quadruped/D00509.obj,"Humanoid/m155.obj, Ship/D00896.obj, House/m436.obj, Quadruped/m95.obj, AircraftBuoyant/m1349.obj"
Quadruped/m281.obj,"Humanoid/m249.obj, Bird/m50.obj, Computer/m1775.obj, Bird/m48.obj, PlantIndoors/m996.obj"
Quadruped/m89.obj,"Quadruped/D00794.obj, Hand/D01093.obj, Quadruped/D00409.obj, Ship/m1471.obj, Car/m1555.obj"
Quadruped/m108.obj,"Quadruped/D00508.obj, Quadruped/D00380.obj, Quadruped/D00794.obj, Hand/m330.obj, Hand/D01024.obj"
Quadruped/m109.obj,"PlantIndoors/m1007.obj, PlantIndoors/D00370.obj, PlantIndoors/m1018.obj, PlantIndoors/D00624.obj, PlantWildNonTree/m962.obj"
Quadruped/D00326.obj,"Quadruped/D00841.obj, Quadruped/m107.obj, Quadruped/D00831.obj, Quadruped/m91.obj, Quadruped/D00663.obj"
Quadruped/m88.obj,"Starship/m1362.obj, Quadruped/m103.obj, Motorcycle/D00768.obj, Motorcycle/D00269.obj, Motorcycle/D00224.obj"
Quadruped/m280.obj,"Starship/m1361.obj, NonWheelChair/m805.obj, Motorcycle/D00768.obj, Starship/m1362.obj, Quadruped/m88.obj"
Quadruped/D00508.obj,"Quadruped/D00380.obj, Quadruped/m108.obj, Quadruped/D00663.obj, Hand/D01024.obj, Quadruped/D00794.obj"
Quadruped/m282.obj,"DeskPhone/D00899.obj, ClassicPiano/D00120.obj, Motorcycle/D00039.obj, Ship/m1461.obj, Tree/m1096.obj"
Quadruped/D00867.obj,"FloorLamp/D00580.obj, PlantIndoors/m1033.obj, MultiSeat/m841.obj, Monitor/D00387.obj, FloorLamp/D00400.obj"
Quadruped/D00380.obj,"Quadruped/D00508.obj, Quadruped/m108.obj, Quadruped/D00663.obj, Hand/D01024.obj, Quadruped/D00794.obj"
Quadruped/D00218.obj,"Quadruped/D00261.obj, Quadruped/D00226.obj, Quadruped/D00111.obj, Quadruped/m98.obj, Quadruped/m97.obj"
Quadruped/D00757.obj,"Cup/m500.obj, Computer/D01071.obj, Computer/m1766.obj, Quadruped/m111.obj, Hat/m1629.obj"
Quadruped/D00794.obj,"Hand/D01024.obj, Hand/m334.obj, Hand/m329.obj, Hand/D01097.obj, Quadruped/m89.obj"
Quadruped/D00409.obj,"Quadruped/D00934.obj, Hand/m334.obj, Hand/m329.obj, DeskPhone/D00118.obj, Hand/D01097.obj"
Quadruped/D00150.obj,"Quadruped/m90.obj, Hand/m333.obj, Bottle/m491.obj, HumanHead/m370.obj, Computer/D01085.obj"
Quadruped/D00583.obj,"Motorcycle/D00768.obj, Motorcycle/D00269.obj, Motorcycle/D00395.obj, Quadruped/m103.obj, Motorcycle/D00224.obj"
Quadruped/D00226.obj,"Quadruped/D00111.obj, Quadruped/D00218.obj, Quadruped/D00261.obj, Quadruped/m96.obj, Quadruped/m97.obj"
Quadruped/D00795.obj,"Motorcycle/D00945.obj, Motorcycle/D00288.obj, Motorcycle/D00703.obj, Ship/m1457.obj, Motorcycle/m1483.obj"
Quadruped/D00831.obj,"Quadruped/D00841.obj, Quadruped/D00326.obj, Apartment/D00086.obj, Quadruped/m107.obj, Quadruped/D00663.obj"
Quadruped/m86.obj,"Insect/D00855.obj, Humanoid/m226.obj, Motorcycle/m1482.obj, Motorcycle/D00886.obj, Biplane/D00490.obj"
Quadruped/m92.obj,"Chess/D01081.obj, Quadruped/D00934.obj, Quadruped/D00409.obj, DeskPhone/D00118.obj, MultiSeat/m781.obj"
Quadruped/m107.obj,"Quadruped/m91.obj, Quadruped/D00326.obj, Quadruped/D00841.obj, Quadruped/D00663.obj, Quadruped/D00831.obj"
Quadruped/m106.obj,"DeskPhone/D00154.obj, Monitor/D00444.obj, BuildingNonResidential/m407.obj, Mug/m508.obj, Hand/D01117.obj"
Quadruped/m112.obj,"Tree/D00996.obj, HumanHead/D00106.obj, PlantIndoors/m989.obj, PlantIndoors/m1030.obj, Ship/m1453.obj"
Quadruped/m93.obj,"Apartment/m464.obj, Car/m1509.obj, MultiSeat/m829.obj, Humanoid/m158.obj, MultiSeat/m784.obj"
Quadruped/m87.obj,"Biplane/D00890.obj, Biplane/D00634.obj, Jet/m1291.obj, Cup/m499.obj, Insect/m0.obj"
Quadruped/D00261.obj,"Quadruped/D00218.obj, Quadruped/D00226.obj, Quadruped/D00111.obj, Motorcycle/D00288.obj, Motorcycle/D00945.obj"
Quadruped/D00934.obj,"Quadruped/D00409.obj, DeskPhone/D00118.obj, Quadruped/m92.obj, Hand/m329.obj, Hand/m334.obj"
Quadruped/m91.obj,"Quadruped/m107.obj, Quadruped/D00326.obj, Quadruped/D00841.obj, Quadruped/D00663.obj, Quadruped/D00831.obj"
Quadruped/m104.obj,"Monitor/D00387.obj, PlantIndoors/m1033.obj, Humanoid/m252.obj, Quadruped/D00867.obj, FloorLamp/D00580.obj"
Quadruped/m110.obj,"Drum/D00026.obj, House/m449.obj, Bird/m31.obj, Mug/m506.obj, Quadruped/m102.obj"
Quadruped/m111.obj,"Hat/m1629.obj, Quadruped/D00757.obj, Cup/m500.obj, Computer/D01071.obj, Computer/m1766.obj"
Quadruped/D00841.obj,"Quadruped/D00326.obj, Quadruped/D00831.obj, Quadruped/m107.obj, Quadruped/D00663.obj, Apartment/D00086.obj"
Quadruped/m105.obj,"Ship/m1455.obj, Motorcycle/m1484.obj, Motorcycle/D00395.obj, Quadruped/D00583.obj, Motorcycle/D00269.obj"
Quadruped/m90.obj,"Quadruped/D00150.obj, Bottle/m491.obj, Hand/m333.obj, HumanHead/m370.obj, NonWheelChair/m815.obj"
Quadruped/m273.obj,"Helicopter/D00658.obj, Helicopter/m1327.obj, Jet/m1245.obj, Jet/m1188.obj, Jet/m1168.obj"
Quadruped/m277.obj,"NonWheelChair/m804.obj, PlantWildNonTree/m1052.obj, FloorLamp/D00388.obj, Computer/m1773.obj, Shelf/m855.obj"
Quadruped/m101.obj,"BuildingNonResidential/m382.obj, RoundTable/D00094.obj, RoundTable/m932.obj, Car/D00541.obj, MilitaryVehicle/D00051.obj"
Quadruped/m100.obj,"Apartment/D00792.obj, PlantIndoors/m994.obj, Tree/D00393.obj, ClassicPiano/D00845.obj, ClassicPiano/D00811.obj"
Quadruped/D00111.obj,"Quadruped/D00226.obj, Quadruped/m96.obj, Quadruped/m97.obj, Quadruped/m98.obj, Quadruped/D00218.obj"
Quadruped/D00663.obj,"Quadruped/D00380.obj, Quadruped/D00326.obj, Quadruped/D00841.obj, Quadruped/D00508.obj, Quadruped/m107.obj"
Quadruped/m276.obj,"Bird/m38.obj, Bird/D00999.obj, PlantWildNonTree/m981.obj, BuildingNonResidential/m475.obj, Bird/m42.obj"
Quadruped/m95.obj,"House/m436.obj, Truck/D00003.obj, Quadruped/D00509.obj, Train/m1580.obj, Humanoid/m155.obj"
Quadruped/m97.obj,"Quadruped/m96.obj, Quadruped/m98.obj, Quadruped/D00111.obj, Quadruped/D00226.obj, Train/m1580.obj"
Quadruped/m274.obj,"Bird/m29.obj, Motorcycle/m1481.obj, PlantWildNonTree/m968.obj, Tree/m1063.obj, ClassicPiano/D00120.obj"
Quadruped/m102.obj,"Bird/m31.obj, House/m449.obj, Quadruped/m110.obj, Drum/D00026.obj, Mug/m506.obj"
Quadruped/m103.obj,"Motorcycle/D00269.obj, Motorcycle/D00224.obj, Motorcycle/D00768.obj, Motorcycle/D00395.obj, Starship/m1362.obj"
Quadruped/m275.obj,"PlantWildNonTree/m964.obj, PlantIndoors/m1036.obj, Jet/m1174.obj, Humanoid/m265.obj, Insect/D00752.obj"
Quadruped/m96.obj,"Quadruped/m97.obj, Quadruped/D00111.obj, Quadruped/m98.obj, Quadruped/D00226.obj, Train/m1580.obj"
Quadruped/D00700.obj,"Shelf/D00171.obj, Computer/m1765.obj, TruckNonContainer/D00267.obj, TruckNonContainer/D00619.obj, TruckNonContainer/D00943.obj"
Biplane/m1120.obj,"Starship/m1353.obj, Insect/D00430.obj, Sign/m1685.obj, BuildingNonResidential/m401.obj, Biplane/m1138.obj"
Biplane/m1134.obj,"Biplane/m1137.obj, Door/m1727.obj, Humanoid/m245.obj, Humanoid/m243.obj, Humanoid/m223.obj"
Biplane/D00490.obj,"Tree/m1078.obj, Gun/D00209.obj, Helicopter/D00498.obj, House/m431.obj, Quadruped/m86.obj"
Biplane/m1135.obj,"Starship/m1359.obj, Biplane/m1118.obj, Insect/D00973.obj, Biplane/m1139.obj, Helicopter/m1304.obj"
Biplane/D00320.obj,"Biplane/D00900.obj, Helicopter/D00191.obj, Gun/D00972.obj, Biplane/D00277.obj, Helicopter/m1325.obj"
Biplane/m1121.obj,"PlantIndoors/m1026.obj, PlantIndoors/D00667.obj, DeskLamp/m603.obj, PlantIndoors/D00128.obj, PlantIndoors/D00379.obj"
Biplane/m1137.obj,"Biplane/m1134.obj, Door/m1727.obj, Humanoid/m245.obj, Humanoid/m243.obj, Humanoid/m238.obj"
Biplane/m1123.obj,"Biplane/m1122.obj, Biplane/m1127.obj, Glasses/D00937.obj, Biplane/D00666.obj, Gun/D00929.obj"
Biplane/m1122.obj,"Biplane/m1127.obj, Biplane/m1123.obj, Glasses/D00937.obj, Biplane/D00666.obj, Tool/D01152.obj"
Biplane/m1136.obj,"Insect/D00814.obj, Jet/m1227.obj, Insect/D00231.obj, Door/m1721.obj, Biplane/D00410.obj"
Biplane/D00900.obj,"Gun/D00972.obj, Biplane/D00320.obj, Helicopter/D00191.obj, Starship/m1360.obj, PlantIndoors/m1001.obj"
Biplane/D00069.obj,"Motorcycle/D00345.obj, Car/m1514.obj, Humanoid/m199.obj, Humanoid/m181.obj, Humanoid/m140.obj"
Biplane/m1132.obj,"Helicopter/m1318.obj, PianoBoard/D00381.obj, Musical_Instrument/m633.obj, Helicopter/m1317.obj, Helicopter/D00868.obj"
Biplane/m1126.obj,"Insect/D00806.obj, RectangleTable/D00317.obj, Insect/m25.obj, Insect/m16.obj, Insect/D00734.obj"
