name,class_name,num_vertices,num_faces,num_triangles,num_quads,bb_dim_x,bb_dim_y,bb_dim_z
ComputerKeyboard\D00493.obj,ComputerKeyboard,1300,7944,7944,0,0.5372216539149043,1.0000000178763553,0.06986705008317845
ComputerKeyboard\D00525.obj,ComputerKeyboard,8309,26043,26043,0,1.000000000000001,0.3008363043478261,0.034559195652173746
ComputerKeyboard\D00569.obj,ComputerKeyboard,348,2076,2076,0,0.3965517339441568,1.00000002472874,0.06666304807803312
ComputerKeyboard\D00597.obj,ComputerKeyboard,8460,50064,50064,0,0.46900862425258005,1.0000000269800962,0.0792059762771382
ComputerKeyboard\D00600.obj,ComputerKeyboard,1837,10497,10497,0,0.9999999906298341,0.34977073908070455,0.08087991190592213
ComputerKeyboard\D00627.obj,ComputerKeyboard,6564,38160,38160,0,1.0000000264909918,0.3743711210285425,0.10750222507003736
ComputerKeyboard\D00654.obj,ComputerKeyboard,1179,7401,7401,0,0.36780916646449247,1.0000000283927863,0.12173692671958265
ComputerKeyboard\D00673.obj,ComputerKeyboard,1002,4008,4008,0,0.9999999906298341,0.3553187739631716,0.06714192076826951
ComputerKeyboard\D00676.obj,ComputerKeyboard,7956,42939,42939,0,1.0000000170298977,0.5125826873006599,0.06418339395018148
ComputerKeyboard\D00692.obj,ComputerKeyboard,4176,31218,31218,0,0.9999999724629124,0.3872588564096294,0.05053312604435305
ComputerKeyboard\D00805.obj,ComputerKeyboard,6954,40641,40641,0,0.999999963429164,0.3397654838451459,0.12126704289813389
ComputerKeyboard\D00905.obj,ComputerKeyboard,1282,7680,7680,0,0.3680386160158917,0.9999999935596674,0.03984418793774266
ComputerKeyboard\D00990.obj,ComputerKeyboard,1646,9150,9150,0,1.0000000016091355,0.3428571434088428,0.10002699678640017
Cup\D00035.obj,Cup,235,884,884,0,0.9995556763094162,1.0000000067995893,0.8091675268483921
Cup\D00067.obj,Cup,353,702,702,0,0.999999977336412,0.4357608986001631,0.41236292003964475
Cup\D00174.obj,Cup,12252,24500,24500,0,0.999999966487504,0.6255083091129818,0.626143044076716
Cup\D00206.obj,Cup,2092,3770,3770,0,1.0000000181332398,0.9626993524025234,0.9585631222644346
Cup\D00214.obj,Cup,395,786,786,0,0.9999999922994034,0.8118214456778657,0.8126421178051692
Cup\D00270.obj,Cup,2687,5022,5022,0,1.0000000192197092,0.48733405213050274,0.4837893919002803
Cup\D00328.obj,Cup,2827,5231,5231,0,1.0000000154779503,0.4278424835960584,0.4261132450631667
Cup\D00355.obj,Cup,7114,14224,14224,0,0.9999999946351869,0.33024984255965445,0.31083105838547076
Cup\D00363.obj,Cup,5433,6976,6976,0,1.0000000355273078,0.8039262169427428,0.8071169228908177
Cup\D00457.obj,Cup,10872,21740,21740,0,1.0000000211840863,0.3938354533564416,0.36200213358036415
Cup\D00463.obj,Cup,4710,9420,9420,0,0.9999999915714184,0.7871842472081679,0.7836456211984459
Cup\D00519.obj,Cup,856,888,888,0,0.9999999697725822,0.47783418753816065,0.4545681666904232
Cup\D00550.obj,Cup,13747,24928,24928,0,1.0000000295390175,0.5786137800660517,0.5218943132480045
Cup\D00587.obj,Cup,7102,14200,14200,0,1.0000000196192684,0.5584051173254665,0.5219536484760008
Cup\D00638.obj,Cup,6786,13568,13568,0,1.0000000332024426,0.6110650723718485,0.6116928673130249
Cup\D00642.obj,Cup,1686,3036,3036,0,1.000000013594148,0.2971766246947649,0.29733026746745284
Cup\D00738.obj,Cup,10318,20331,20331,0,0.9999999846117209,0.6668142205224622,0.6171693516942015
Cup\D00843.obj,Cup,9127,16832,16832,0,1.0000000130609816,0.4624588671038679,0.46240917015650307
Cup\D00874.obj,Cup,2296,3748,3748,0,1.0000000173466022,0.8925491287319207,0.8915667339556931
Cup\D00882.obj,Cup,1553,3102,3102,0,0.9999999735199083,0.6132282496233331,0.5797164183499144
Cup\m494.obj,Cup,770,1536,1536,0,0.33421053050957417,0.33421053050957417,1.0000000125483346
Cup\m495.obj,Cup,1401,2750,2750,0,0.755844220010911,1.0000000125483346,0.7543515884132325
Cup\m496.obj,Cup,502,1000,1000,0,0.6470884291725197,1.0000000125483346,0.6179157972275008
Cup\m497.obj,Cup,3008,6012,6012,0,0.410556847257071,0.410556847257071,1.0000000125483346
Cup\m498.obj,Cup,380,720,720,0,1.0000000125483346,0.8907831690726061,1.0000000125483346
Cup\m499.obj,Cup,339,636,636,0,0.7398979040213289,0.7398979040213289,1.0000000125483346
Cup\m500.obj,Cup,71,138,138,0,0.9838315912928297,0.9177494852004415,1.0000000125483346
Cup\m501.obj,Cup,1072,2000,2000,0,0.686882113882385,1.0000000125483346,0.686882113882385
Cup\m502.obj,Cup,752,1500,1500,0,0.6842179033226327,1.0000000125483346,0.6842179033226327
Cup\m526.obj,Cup,120,226,226,0,1.0000000125483346,0.667256850478231,0.5000000062741673
DeskLamp\D00048.obj,DeskLamp,4189,6976,6976,0,1.0000000152069486,0.7196349459551734,0.7857908610947834
DeskLamp\D00090.obj,DeskLamp,6516,11216,11216,0,1.0000000322622316,0.9119586282764793,0.37621919525625314
DeskLamp\D00147.obj,DeskLamp,503,836,836,0,0.9999999715753107,0.5091151011916986,0.2103349614867864
DeskLamp\D00257.obj,DeskLamp,2208,4366,4366,0,1.0000000129207074,0.45489427277707817,0.3836784735096552
DeskLamp\D00268.obj,DeskLamp,1868,3672,3672,0,1.0000000335232802,0.1927879615677279,0.13568360368401128
DeskLamp\D00330.obj,DeskLamp,13579,18523,18523,0,1.0000000065440378,0.3165916264389231,0.22169298179207825
DeskLamp\D00378.obj,DeskLamp,69,116,116,0,0.9999999950668169,0.5282223854764234,0.5097993404205418
DeskLamp\D00435.obj,DeskLamp,2252,4476,4476,0,1.0000000176208688,0.5176931625894717,0.4108562392583029
DeskLamp\D00455.obj,DeskLamp,7627,15060,15060,0,1.0000000345247715,0.3898496013535291,0.31052685913808975
DeskLamp\D00531.obj,DeskLamp,2300,4546,4546,0,1.000000025392357,0.2879364794228993,0.20416331293667933
DeskLamp\D00547.obj,DeskLamp,22837,45584,45584,0,1.000000024280434,0.45522132000587867,0.4759280521313543
DeskLamp\D00686.obj,DeskLamp,3558,6901,6901,0,0.9999999712153312,0.8026576449933843,0.35391427507724876
DeskLamp\D00693.obj,DeskLamp,655,1224,1224,0,1.0000000095212314,0.3576645743616356,0.3130236842575402
DeskLamp\D00698.obj,DeskLamp,615,1044,1044,0,0.9999999994927711,0.5141707890132452,0.38123415282612627
DeskLamp\D00715.obj,DeskLamp,1964,3916,3916,0,0.9999999842550915,0.5644098414117837,0.5236083775463608
DeskLamp\D00744.obj,DeskLamp,21616,38066,38066,0,0.999999986486114,0.2739120695194359,0.22413566945418162
DeskLamp\D00759.obj,DeskLamp,5982,11780,11780,0,0.9999999800961844,0.7859450034127301,0.5624740394986987
DeskLamp\D00776.obj,DeskLamp,1001,1972,1972,0,1.0000000287897495,0.41395766616258917,0.2730373320318229
DeskLamp\D00797.obj,DeskLamp,14960,28504,28504,0,0.9999999789399951,0.6869056218036396,0.4212486084008385
DeskLamp\D00912.obj,DeskLamp,10656,8640,8640,0,1.000000014302372,0.8023858003215342,0.3547332304037089
DeskLamp\m603.obj,DeskLamp,166,320,320,0,0.5877073757958126,0.8647884319043011,1.0000000125483346
DeskLamp\m604.obj,DeskLamp,1316,2333,2333,0,0.7095368510087744,1.0000000125483346,0.13795368594161794
DeskLamp\m605.obj,DeskLamp,531,1300,1300,0,0.5021863220910905,1.0000000125483346,0.8545968528290473
DeskLamp\m606.obj,DeskLamp,87,145,145,0,0.8564589581155673,1.0000000125483346,0.4568284267850749
DeskLamp\m608.obj,DeskLamp,699,1314,1314,0,0.7736673781292959,0.9296736958764078,1.0000000125483346
DeskLamp\m609.obj,DeskLamp,1137,2234,2234,0,0.19743579195118632,0.732290535504816,1.0000000125483346
DeskLamp\m611.obj,DeskLamp,87,200,200,0,0.8621210634497805,1.0000000125483346,0.4567705320475029
DeskLamp\m613.obj,DeskLamp,136,200,200,0,1.0000000125483346,0.9574063278033428,0.2873905299220653
DeskLamp\m614.obj,DeskLamp,336,684,684,0,0.3905915838486415,1.0000000125483346,0.9418084328707523
DeskLamp\m615.obj,DeskLamp,2689,5410,5410,0,0.8826263268649689,0.7603515884885123,1.0000000125483346
DeskLamp\m616.obj,DeskLamp,14129,28358,28358,0,0.7878073783067211,1.0000000125483346,0.43988211078295614
DeskPhone\D00118.obj,DeskPhone,12443,21950,21950,0,1.000000020427127,0.7885288544419488,0.2622018273912228
DeskPhone\D00135.obj,DeskPhone,531,848,848,0,0.9999999804906182,0.7500060490328478,0.20471394694013637
DeskPhone\D00154.obj,DeskPhone,17247,22944,22944,0,0.9999999906021936,0.6659629001629584,0.14904017789579754
DeskPhone\D00220.obj,DeskPhone,3924,7780,7780,0,0.9999999864523831,0.7962733454996878,0.5889972958155683
DeskPhone\D00316.obj,DeskPhone,48093,94497,94497,0,1.0000000034531649,0.8990500657210363,0.368782437567118
DeskPhone\D00318.obj,DeskPhone,4313,8494,8494,0,0.9999999791163813,0.8359710045809529,0.5190162022082204
DeskPhone\D00403.obj,DeskPhone,27361,54523,54523,0,1.0000000098122388,0.6188733040013292,0.6646349644922349
DeskPhone\D00486.obj,DeskPhone,1699,3314,3314,0,0.9999999757624097,0.6567839001788647,0.38888855698435937
DeskPhone\D00511.obj,DeskPhone,31349,60638,60638,0,0.9999999667049044,0.3763603988048542,0.23741730587140847
DeskPhone\D00556.obj,DeskPhone,586,1108,1108,0,1.000000022103431,0.838232691200006,0.40652603913791985
DeskPhone\D00576.obj,DeskPhone,13619,26647,26647,0,0.999999997709146,0.5996726888258501,0.23916151249182152
DeskPhone\D00680.obj,DeskPhone,820,1508,1508,0,0.9999999650703025,0.8661248842608377,0.2658759040601026
DeskPhone\D00706.obj,DeskPhone,44937,51962,51962,0,1.0000000365429944,0.8628928277553526,0.31446204686493445
DeskPhone\D00773.obj,DeskPhone,23711,42664,42664,0,1.0000000088294116,0.6982555475047152,0.23443656654441442
DeskPhone\D00829.obj,DeskPhone,3870,7692,7692,0,1.0000000298997223,0.9323980867303524,0.3064182455934748
DeskPhone\D00894.obj,DeskPhone,880,1678,1678,0,1.0000000276606178,0.8164502795792148,0.5253312738416186
DeskPhone\D00897.obj,DeskPhone,27510,53857,53857,0,1.0000000082067972,0.4992539581408413,0.2154739473038259
DeskPhone\D00899.obj,DeskPhone,39872,79652,79652,0,0.9999999778000728,0.9452480138366667,0.33838351991877524
DeskPhone\D00957.obj,DeskPhone,14677,28992,28992,0,0.9999999801199505,0.814337980812365,0.29347915169372046
DeskPhone\D00958.obj,DeskPhone,11731,16509,16509,0,0.9999999689393659,0.8913176987835372,0.3747508838565083
Door\D01005.obj,Door,6044,11464,11464,0,0.43048421592818875,1.0000000125483346,0.06361315869296662
Door\D01029.obj,Door,456,894,894,0,0.5476347437140122,1.0000000125483346,0.2704684244465649
Door\D01052.obj,Door,676,1314,1314,0,0.1724915811118635,1.0000000125483346,0.5038579010594324
Door\D01058.obj,Door,858,1617,1617,0,0.5228368486659888,1.0000000125483346,0.09555473804116213
Door\D01062.obj,Door,128,252,252,0,0.8762473794165122,1.0000000125483346,0.08328947472936073
Door\D01076.obj,Door,1724,3468,3468,0,0.47550737438787616,1.0000000125483346,0.06754421137388146
Door\D01104.obj,Door,871,1772,1772,0,0.48487579555807775,1.0000000125483346,0.04422768476551086
Door\D01114.obj,Door,1336,2620,2620,0,0.6149726392958434,1.0000000125483346,0.19948210776631725
Door\D01121.obj,Door,16,16,16,0,0.5714284282231112,1.0000000125483346,0.028571474042736533
Door\D01129.obj,Door,2695,4338,4338,0,0.4756273743893782,1.0000000125483346,0.10104526442583822
Door\D01136.obj,Door,716,1328,1328,0,0.5494873753161968,1.0000000125483346,0.09971789598812983
Door\D01139.obj,Door,31,29,29,0,0.5000000062741673,1.0000000125483346,0.03333336883931883
Door\D01141.obj,Door,2447,4410,4410,0,0.4856315850412524,1.0000000125483346,0.11596736987623542
Door\D01143.obj,Door,48,72,72,0,0.558550533324666,1.0000000125483346,0.055407895432122725
Door\D01144.obj,Door,68,132,132,0,0.310926319691079,1.0000000125483346,0.08328947472936073
Door\D01155.obj,Door,128,183,183,0,0.9747000122308637,1.0000000125483346,0.1400736859682232
Door\D01158.obj,Door,716,1446,1446,0,0.5701221124172526,1.0000000125483346,0.10568631711566487
Door\D01167.obj,Door,124,252,252,0,0.621852639382158,1.0000000125483346,0.08328947472936073
Door\D01177.obj,Door,88,98,98,0,0.4745652691129115,1.0000000125483346,0.06898947454991287
Door\D01194.obj,Door,18,18,18,0,0.012972421215403608,1.0000000125483346,0.5295231645393568
Door\m1707.obj,Door,456,894,894,0,0.5476347437140122,1.0000000125483346,0.2704684244465649
Door\m1708.obj,Door,16,16,16,0,0.5714284282231112,1.0000000125483346,0.028571579305889497
Door\m1710.obj,Door,522,988,988,0,0.5467610594925146,1.0000000125483346,0.09999789599165446
Door\m1711.obj,Door,68,132,132,0,0.310926319691079,1.0000000125483346,0.08328947472936073
Door\m1712.obj,Door,1724,3468,3468,0,0.47550737438787616,1.0000000125483346,0.06754421137388146
Door\m1713.obj,Door,6044,11464,11464,0,0.43048421592818875,1.0000000125483346,0.06361263237717188
Door\m1714.obj,Door,871,1772,1772,0,0.48487579555807775,1.0000000125483346,0.044227368976022044
Door\m1715.obj,Door,676,1314,1314,0,0.1724915811118635,1.0000000125483346,0.5038579010594324
Door\m1716.obj,Door,2447,4410,4410,0,0.4856315850412524,1.0000000125483346,0.11596736987623542
Door\m1717.obj,Door,858,1617,1617,0,0.5228368486659888,1.0000000125483346,0.09555473804116213
Door\m1718.obj,Door,2695,4338,4338,0,0.4756273743893782,1.0000000125483346,0.10104526442583822
Door\m1720.obj,Door,716,1328,1328,0,0.5494873753161968,1.0000000125483346,0.09971789598812983
Door\m1721.obj,Door,716,1446,1446,0,0.5701221124172526,1.0000000125483346,0.10568631711566487
Door\m1722.obj,Door,1336,2620,2620,0,0.6149726392958434,1.0000000125483346,0.19948210776631725
Door\m1723.obj,Door,128,252,252,0,0.8762473794165122,1.0000000125483346,0.08328947472936073
Door\m1724.obj,Door,124,252,252,0,0.621852639382158,1.0000000125483346,0.08328947472936073
Door\m1725.obj,Door,3232,6406,6406,0,1.0000000125483346,0.9776031701620304,0.19555684455917458
Door\m1726.obj,Door,128,183,183,0,0.9747000122308637,1.0000000125483346,0.1400736859682232
Door\m1727.obj,Door,3724,7332,7332,0,0.7695568517619228,1.0000000125483346,0.1020473697015838
Door\m1728.obj,Door,2018,3790,3790,0,1.0000000125483346,0.9978831704165276,0.09950526440651261
Door\m1729.obj,Door,336,564,564,0,0.7014073772225539,1.0000000125483346,0.17428316008170752
Door\m1730.obj,Door,336,564,564,0,0.7014073772225539,1.0000000125483346,0.17428316008170752
Door\m1731.obj,Door,1974,4084,4084,0,1.0000000125483346,0.9584379067636541,0.11722421199726792
Door\m1732.obj,Door,300,575,575,0,1.0000000125483346,0.8939852743759383,0.08421894842522148
Drum\D00026.obj,Drum,5506,32619,32619,0,0.4633050684044458,0.4555623840742827,0.9999999660239013
Drum\D00063.obj,Drum,1800,7752,7752,0,0.682944223401671,0.6829487421830863,1.0000000034199765
Drum\D00115.obj,Drum,36,204,204,0,0.999999980868552,0.9077258847337913,0.5764313878347946
Drum\D00163.obj,Drum,8433,37275,37275,0,0.9576037245705116,0.9999999720004029,0.8264646395434323
Drum\D00189.obj,Drum,651,3894,3894,0,0.5633802987166696,0.5633802987166296,1.0000000302220855
Drum\D00193.obj,Drum,1800,11628,11628,0,0.6829509287238066,0.6829509287238323,1.0000000095566564
Drum\D00297.obj,Drum,5561,33351,33351,0,0.8678928870608628,0.7846281796049867,1.0000000112182503
Drum\D00298.obj,Drum,1609,9414,9414,0,0.5855517905568154,0.5846508752372018,1.0000000169243848
Drum\D00308.obj,Drum,168,1128,1128,0,1.0000000424913307,1.000000042491358,0.7378049093991027
Drum\D00375.obj,Drum,4790,30513,30513,0,0.5732034534106691,1.0000000206457573,0.6836536360962215
Drum\D00383.obj,Drum,360,1362,1362,0,0.6499999792557166,0.6499970264998849,0.9999999680856942
Drum\D00404.obj,Drum,1296,8244,8244,0,0.8071240468223541,0.8071240468223655,0.9999999698861989
Drum\D00551.obj,Drum,240,1572,1572,0,0.4523942494242342,1.0000000360255803,1.0000000360255803
Drum\D00557.obj,Drum,444,2754,2754,0,0.7786285186953714,1.0000000114881458,0.9896132570059104
Drum\D00596.obj,Drum,169,1329,1329,0,0.702370973321911,0.702370973321911,0.9999999744555494
Drum\D00709.obj,Drum,102,132,132,0,0.9834178816562966,0.9163379988982314,0.9999999866342371
Drum\D00939.obj,Drum,5390,33603,33603,0,0.977291811942257,1.0000000488032375,0.8983531668232705
Drum\D00951.obj,Drum,7993,50202,50202,0,0.9462581731543813,0.9028056156853971,1.000000013044055
Drum\D00980.obj,Drum,5653,33699,33699,0,0.6091042154947685,0.6091042154947685,1.0000000301694765
Drum\D00982.obj,Drum,1835,11316,11316,0,0.9999999919076956,0.9999999919076956,0.24905820976039053
Fish\D00012.obj,Fish,4240,6966,6966,0,1.000000023031899,0.4436225691099435,0.35952656149159934
Fish\D00022.obj,Fish,3912,6524,6524,0,1.000000023530849,0.44631118974941575,0.27147100792265727
Fish\D00024.obj,Fish,3952,6672,6672,0,0.9999999987366605,0.31854011854128556,0.2943859576469623
Fish\D00030.obj,Fish,3760,6304,6304,0,0.9999999965576949,0.36786875132545066,0.22350378984261016
Fish\D00142.obj,Fish,3048,5286,5286,0,1.0000000040419816,0.5730907646663426,0.37661452097319437
Fish\D00165.obj,Fish,4264,7130,7130,0,0.9999999898786129,0.3508643876279694,0.34653680569412404
Fish\D00251.obj,Fish,4006,6628,6628,0,0.999999999141608,0.6546671161470523,0.46300711145584317
Fish\D00293.obj,Fish,4072,6838,6838,0,1.0000000316017479,0.5243399717591705,0.35098759315763156
Fish\D00351.obj,Fish,3206,5549,5549,0,0.9999999702769959,0.514641023659551,0.36168789900390497
Fish\D00398.obj,Fish,3820,6412,6412,0,1.000000034291973,0.45096200321234875,0.2830091975449664
Fish\D00450.obj,Fish,3784,6348,6348,0,0.999999968218302,0.41509604921365395,0.37626278832289217
Fish\D00535.obj,Fish,3934,6652,6652,0,0.9999999789727364,0.5191373171455876,0.34914259053758495
Fish\D00633.obj,Fish,3712,6334,6334,0,1.0000000135255283,0.39822095447297157,0.34612200532918014
Fish\D00636.obj,Fish,3374,5704,5704,0,0.999999985798271,0.43479107848129384,0.3871637329251521
Fish\D00643.obj,Fish,3928,6526,6526,0,0.999999992475009,0.4705199391177128,0.44793139456144004
Fish\D00682.obj,Fish,3980,6672,6672,0,1.0000000240458582,0.34817209966000723,0.39695104431252526
Fish\D00748.obj,Fish,5046,8098,8098,0,0.9999999784517853,0.39447011907485624,0.2894492169919671
Fish\D00763.obj,Fish,4122,6824,6824,0,1.000000011543274,0.5921997118966805,0.44145675326753236
Fish\D00850.obj,Fish,4382,7318,7318,0,1.0000000160108278,0.42776566763455226,0.4209983558714557
Fish\D00950.obj,Fish,3427,5798,5798,0,1.0000000124458384,0.41304607826112094,0.6646397052091898
FloorLamp\D00028.obj,FloorLamp,871,1376,1376,0,1.0000000133590081,0.5320038128505729,0.5320549260604378
FloorLamp\D00093.obj,FloorLamp,3756,7472,7472,0,0.6913054825307411,0.6919286788496625,1.0000000274957304
FloorLamp\D00186.obj,FloorLamp,7694,15316,15316,0,0.9999999928502225,0.6538618598795687,0.6539172784450163
FloorLamp\D00211.obj,FloorLamp,5097,9970,9970,0,0.9999999700035398,0.5405737178420762,0.34865558957420917
FloorLamp\D00228.obj,FloorLamp,1322,2632,2632,0,1.0000000368004638,0.71770502397335,0.717725667590443
FloorLamp\D00388.obj,FloorLamp,3767,7212,7212,0,1.0000000224977672,0.891119218357573,0.8912670666929382
FloorLamp\D00400.obj,FloorLamp,14213,18962,18962,0,0.9999999954439946,0.6032773694264155,0.6032330412486552
FloorLamp\D00408.obj,FloorLamp,4018,6750,6750,0,0.9999999981585188,0.8403165260955237,0.8298884507668346
FloorLamp\D00447.obj,FloorLamp,4911,8434,8434,0,1.0000000167875431,0.8430365981878264,0.8434288695654713
FloorLamp\D00495.obj,FloorLamp,4282,8487,8487,0,1.000000040585888,0.6853369730282728,0.5277090295246308
FloorLamp\D00563.obj,FloorLamp,11136,26964,26964,0,1.0000000087798158,0.682816452856368,0.6826968990647745
FloorLamp\D00580.obj,FloorLamp,39647,46682,46682,0,0.9999999938617612,0.6070506185322396,0.6078333558964727
FloorLamp\D00740.obj,FloorLamp,1128,2240,2240,0,1.0000000106602842,0.6492580520594442,0.6498978094621951
FloorLamp\D00856.obj,FloorLamp,3339,6672,6672,0,0.9999999924469799,0.6463830046858438,0.650487296262389
FloorLamp\D00875.obj,FloorLamp,15152,30052,30052,0,0.9999999793315998,0.5111331844270236,0.5110789677078281
FloorLamp\D00876.obj,FloorLamp,14464,28920,28920,0,1.0000000215110665,0.8921655669989498,0.9026626603582671
FloorLamp\D00888.obj,FloorLamp,1819,3632,3632,0,1.0000000292577014,0.5627227138248582,0.5681872543740742
FloorLamp\D00924.obj,FloorLamp,17626,34872,34872,0,0.9999999659811192,0.5310196029864321,0.530052112028102
FloorLamp\D00955.obj,FloorLamp,8300,16560,16560,0,1.0000000026700735,0.6067232240703712,0.6104380685309758
FloorLamp\D00981.obj,FloorLamp,454,816,816,0,1.0000000064715415,0.623499875616709,0.6243420292644942
FloorLamp\m617.obj,FloorLamp,4440,8828,8828,0,0.3756589520823194,1.0000000125483346,0.4128231630749756
FloorLamp\m618.obj,FloorLamp,1622,3232,3232,0,0.11497158039005674,1.0000000125483346,0.11497052775846725
FloorLamp\m619.obj,FloorLamp,361,696,696,0,0.15710000197135326,1.0000000125483346,0.15710000197135326
FloorLamp\m620.obj,FloorLamp,5584,11058,11058,0,0.10458631710185659,1.0000000125483346,0.09606105383696745
FloorLamp\m621.obj,FloorLamp,778,1528,1528,0,0.12581368578926605,1.0000000125483346,0.12581368578926605
FloorLamp\m622.obj,FloorLamp,54,88,88,0,0.07812526413823695,1.0000000125483346,0.18554737074935285
FloorLamp\m623.obj,FloorLamp,78,120,120,0,0.2734789508001297,1.0000000125483346,0.2368400029719497
FloorLamp\m624.obj,FloorLamp,46,76,76,0,0.153846317719986,1.0000000125483346,0.3616200045377254
Glasses\D00050.obj,Glasses,6852,11300,11300,0,0.9999999954221379,0.9841825643596822,0.25051743813182115
Glasses\D00201.obj,Glasses,6519,12656,12656,0,0.9999999474978893,0.934911660651423,0.37906489364417895
Glasses\D00225.obj,Glasses,1524,3000,3000,0,1.0000000439642882,0.9471366019109573,0.2512296551052305
Glasses\D00432.obj,Glasses,408,700,700,0,0.999999971133285,0.9724223821962762,0.17334977513708208
Glasses\D00475.obj,Glasses,1566,3092,3092,0,1.0000000476088988,0.88148132363376,0.3303472276467678
Glasses\D00507.obj,Glasses,6852,11300,11300,0,0.999999996593447,0.9808173271129672,0.2504663247779268
Glasses\D00560.obj,Glasses,4230,8368,8368,0,1.0000000005040919,0.8805162600594667,0.2416433739225604
Glasses\D00575.obj,Glasses,17472,32776,32776,0,0.9071105988347969,0.9999999985223853,0.1756726903004274
Glasses\D00630.obj,Glasses,3019,5960,5960,0,0.9999999617986196,0.9767699969381128,0.35509996855208
Glasses\D00640.obj,Glasses,13986,25604,25604,0,0.9930383004333095,0.9999999769590605,0.16576635137089885
Glasses\D00656.obj,Glasses,220,868,868,0,0.9999999594620764,0.9934561552679488,0.25502844083141996
Glasses\D00660.obj,Glasses,10770,18568,18568,0,0.9968887529080392,1.0000000340538797,0.16343262483789148
Glasses\D00717.obj,Glasses,1836,3624,3624,0,1.0000000374954874,0.9693142651667341,0.3414632902433055
Glasses\D00730.obj,Glasses,3334,6336,6336,0,0.9063510329983363,0.9999999780959081,0.18187931584408876
Glasses\D00813.obj,Glasses,696,1364,1364,0,0.9999999788846666,0.8706306342685146,0.36796513394060176
Glasses\D00816.obj,Glasses,15752,30220,30220,0,0.9999563709097262,1.0000000085431944,0.16474765120923382
Glasses\D00877.obj,Glasses,2864,5414,5414,0,1.0000000140762548,0.9360900971328563,0.2879698813067485
Glasses\D00883.obj,Glasses,2804,5504,5504,0,0.9961647041490794,1.0000000128293813,0.15379345485229215
Glasses\D00937.obj,Glasses,312,280,280,0,0.999999982246439,0.9825950417535495,0.20039365407818685
Glasses\D00994.obj,Glasses,2199,4312,4312,0,0.9575329460572347,1.0000000249970837,0.2082816571864012
Guitar\D00023.obj,Guitar,3655,7019,7019,0,0.9999999689247664,0.3471478546503122,0.10618923789266811
Guitar\D00041.obj,Guitar,28373,50370,50370,0,1.0000000209578437,0.2685592607141965,0.04758532286627477
Guitar\D00076.obj,Guitar,8889,17465,17465,0,0.9999999977385977,0.3676298964158877,0.057601587229495946
Guitar\D00097.obj,Guitar,270,448,448,0,0.99999998577785,0.29620960639206045,0.09564260427355598
Guitar\D00124.obj,Guitar,2013,2871,2871,0,0.9999999796312578,0.317447648697791,0.06595058382180052
Guitar\D00222.obj,Guitar,1068,1998,1998,0,0.999999989142488,0.34625945341646897,0.1183930036613465
Guitar\D00232.obj,Guitar,7781,12087,12087,0,0.9999999813343701,0.4175902656313503,0.16302375076589956
Guitar\D00335.obj,Guitar,32795,64993,64993,0,0.9999999842417054,0.3510249541343665,0.12644793807044188
Guitar\D00374.obj,Guitar,1491,2575,2575,0,1.0000000213334332,0.2882036339931469,0.11199943398227424
Guitar\D00414.obj,Guitar,947,1397,1397,0,0.9999999948786636,0.3134600581981672,0.15167510754080354
Guitar\D00416.obj,Guitar,4694,9011,9011,0,1.0000000325754106,0.3918547285025803,0.10208629651080987
Guitar\D00461.obj,Guitar,8636,16932,16932,0,1.0000000117026768,0.3060639230031586,0.06706942445869904
Guitar\D00464.obj,Guitar,3016,5657,5657,0,1.0000000323468257,0.4223579877787767,0.16304161677243653
Guitar\D00494.obj,Guitar,32748,47406,47406,0,1.0000000146543198,0.2586845413096238,0.09073701720912007
Guitar\D00534.obj,Guitar,1864,3600,3600,0,1.0000000306640953,0.32301789522092456,0.1088349941773265
Guitar\D00549.obj,Guitar,10340,20236,20236,0,1.0000000206750133,0.27966820743086385,0.054011359457321245
Guitar\D00645.obj,Guitar,1033,1932,1932,0,1.000000016895398,0.358657717995342,0.09090009836996239
Guitar\D00655.obj,Guitar,8251,11008,11008,0,0.9999999852987694,0.392391112649897,0.028644682705981896
Guitar\D00844.obj,Guitar,9253,13769,13769,0,1.0000000302310799,0.3861036510410298,0.21632855435718204
Guitar\D00849.obj,Guitar,29495,58093,58093,0,0.9999999688392321,0.3297005871239851,0.11816067858168137
Gun\D00103.obj,Gun,1931,1654,1654,0,0.999999972947555,0.5648261124648982,0.15758883992759512
Gun\D00137.obj,Gun,5308,10332,10332,0,0.9999999882981175,0.4166089458739214,0.1179216181441087
Gun\D00140.obj,Gun,4462,8734,8734,0,1.0000000106415659,0.3614768725584096,0.12686136913942583
Gun\D00153.obj,Gun,364,704,704,0,1.0000000087388672,0.4843692496547239,0.12181533724180174
Gun\D00161.obj,Gun,302,572,572,0,1.0000000009654302,0.5496245033062874,0.14058120931930682
Gun\D00204.obj,Gun,5558,10640,10640,0,1.0000000037999168,0.5918888246302778,0.1533555643773185
Gun\D00207.obj,Gun,16366,31917,31917,0,1.0000000208350799,0.5361818675381885,0.1702338452472117
Gun\D00209.obj,Gun,6826,6484,6484,0,1.0000000149461818,0.5536883057544358,0.20557661008230066
Gun\D00239.obj,Gun,2121,4229,4229,0,1.000000010342392,0.2911188475687852,0.07379143529075698
Gun\D00244.obj,Gun,299,558,558,0,1.0000000196925654,0.5807830943447223,0.1598336210953186
