name,class_name,num_vertices,num_faces,num_triangles,num_quads,bb_dim_x,bb_dim_y,bb_dim_z,bb_diagonal,barycenter,major_eigenvector,median_eigenvector,minor_eigenvector,mass_directions
Chess/m1600.obj,Chess,416,828,828,0,0.41967099999999996,0.95,0.419649,1.1201468794055536,[0.237 0.417 0.236],[-0.99994957 -0.00607045 -0.00800082],[-0.00806368  0.01040156  0.99991339],[ 0.0059867  -0.99992748  0.01044999],[1 1 1]
Chess/m1601.obj,Chess,6727,13450,13450,0,0.531126,0.95,0.52981,1.2104930664716753,[0.291 0.458 0.291],[ 8.15206230e-04 -8.71531104e-04 -9.99999288e-01],[-7.76795165e-01 -6.29753337e-01 -8.43986966e-05],[-0.62975281  0.77679468 -0.00119038],[1 1 1]
Chess/m1602.obj,Chess,1542,3080,3080,0,0.380044,0.95,0.380044,1.0914975418533932,[0.215 0.555 0.215],[ 1.00000000e+00  4.84696674e-08 -1.56453535e-09],[1.56452497e-09 2.14155775e-07 1.00000000e+00],[-4.84696678e-08  1.00000000e+00 -2.14155775e-07],[1 1 1]
Chess/m1603.obj,Chess,389,772,772,0,0.359359,0.95,0.359359,1.0773939770399683,[0.202 0.492 0.205],[0.00172946 0.41246587 0.91097141],[ 0.99998306  0.00434986 -0.00386796],[-0.005558    0.91096267 -0.41245136],[1 1 1]
Chess/m1604.obj,Chess,214,419,419,0,0.38907899999999995,0.95,0.38907899999999995,1.0978455886334835,[0.22  0.524 0.191],[ 0.99884504 -0.00188376  0.0480107 ],[-0.04799051  0.00959949  0.99880166],[ 0.00234238  0.99995215 -0.009498  ],[1 1 1]
Chess/m1605.obj,Chess,89,168,168,0,0.6333329999999999,0.95,0.6333329999999999,1.3056497913981375,[0.342 0.494 0.38 ],[-9.99998732e-01 -2.77005976e-04 -1.56840242e-03],[-0.00159268  0.17388986  0.98476382],[-5.61783856e-08  9.84765068e-01 -1.73890085e-01],[1 1 1]
Chess/m1606.obj,Chess,2386,4750,4750,0,0.6045809999999999,0.95,0.597556,1.2747907117236932,[0.302 0.538 0.327],[-0.00765284 -0.00772234  0.9999409 ],[-0.99444117 -0.10495639 -0.0084213 ],[ 0.10501522 -0.99444684 -0.0068762 ],[1 1 1]
Chess/m1607.obj,Chess,802,1600,1600,0,0.493792,0.95,0.493792,1.1790509227883248,[0.272 0.513 0.272],[1.00000000e+00 3.89545891e-08 8.86075626e-08],[-8.86075711e-08  2.17963974e-07  1.00000000e+00],[-3.89545695e-08  1.00000000e+00 -2.17963979e-07],[1 1 1]
Chess/m1608.obj,Chess,242,480,480,0,0.7999999999999999,0.95,0.7999999999999999,1.4773286702694157,[0.425 0.499 0.425],[1.00000000e+00 6.76710162e-08 7.05233703e-10],[-4.78532872e-08  6.99622153e-01  7.14437093e-01],[-4.78532871e-08  7.14513011e-01 -6.99699678e-01],[1 1 1]
Chess/m1609.obj,Chess,154,304,304,0,0.501367,0.95,0.501367,1.185427238331396,[0.276 0.502 0.276],[1.24377131e-07 7.06886681e-01 7.07326813e-01],[-1.00000000e+00 -5.47423858e-11  1.75895818e-07],[ 1.24377132e-07 -7.07326813e-01  7.06886681e-01],[1 1 1]
Chess/m1610.obj,Chess,6094,12184,12184,0,0.621138,0.95,0.620819,1.2937266503419491,[0.338 0.28  0.336],[1.05499573e-04 6.63440817e-02 9.97796799e-01],[ 9.99998180e-01 -1.90773606e-03  2.11141349e-05],[ 0.00190493  0.99779498 -0.06634416],[1 1 1]
Chess/m1611.obj,Chess,1474,2944,2944,0,0.95,0.487055,0.487055,1.1734330598930645,[0.474 0.269 0.269],[ 4.51382396e-08 -4.01509495e-01  9.15854861e-01],[ 5.25073818e-08 -9.15854861e-01 -4.01509494e-01],[-1.00000000e+00 -6.62125726e-08  2.02578639e-08],[1 1 1]
Chess/m1612.obj,Chess,1282,2600,2600,0,0.39915,0.95,0.399153,1.1050537724061213,[0.225 0.546 0.225],[1.00000000e+00 1.64209432e-07 6.02720472e-08],[-6.02720320e-08 -9.27834208e-08  1.00000000e+00],[-1.64209438e-07  1.00000000e+00  9.27834105e-08],[1 1 1]
Chess/m1613.obj,Chess,282,560,560,0,0.41172,0.95,0.41172,1.1142381777699057,[0.231 0.535 0.231],[-1.00000000e+00 -7.54045683e-12  8.02042452e-08],[-5.67129660e-08 -7.07040298e-01 -7.07173259e-01],[-5.67129659e-08  7.07173258e-01 -7.07040297e-01],[1 1 1]
Chess/m1614.obj,Chess,390,776,776,0,0.412937,0.95,0.412937,1.1151385258962223,[0.23  0.575 0.23 ],[-0.00323263 -0.62323531  0.78202768],[-0.99997276  0.00720361  0.00160736],[-0.00663518 -0.78200119 -0.62324162],[1 1 1]
City/D01001.obj,City,6645,7806,7806,0,0.95,0.205267,0.6160479999999999,1.150717028462254,[0.485 0.111 0.442],[ 0.98879696 -0.07805938 -0.12722934],[ 0.06884084 -0.51782055  0.85271497],[-0.13244437 -0.85192054 -0.50664571],[1 1 1]
City/D01007.obj,City,3163,3115,3115,0,0.9265753,0.337786,0.600857,1.1548464412271833,[0.209 0.132 0.436],[ 0.54436241  0.80128691 -0.2482113 ],[ 0.57174797 -0.13789739  0.80875742],[-0.61381905  0.58217145  0.53320032],[1 1 1]
City/D01010.obj,City,1049,1891,1891,0,0.728517,0.319403,0.95,1.2390541940117066,[0.315 0.108 0.603],[0.96213079 0.22258806 0.15734962],[ 0.21044312 -0.23964013 -0.94777967],[-0.17325716  0.94500114 -0.27740727],[1 1 1]
City/D01018.obj,City,6529,10335,10335,0,0.95,0.198656,0.870154,1.3035076486357877,[0.391 0.042 0.472],[ 0.1446604  -0.98893029  0.03301904],[ 0.01109094 -0.03174738 -0.99943439],[0.9894192  0.14494479 0.00637558],[1 1 1]
City/D01039.obj,City,1344,2022,2022,0,0.815902,0.053814499999999994,0.95,1.2534321178325734,[0.487 0.053 0.48 ],[ 0.94344856 -0.33102363  0.01811545],[ 0.01623915 -0.00843326 -0.99983257],[ 0.33112098  0.94358478 -0.0025808 ],[1 1 1]
City/D01056.obj,City,1638,1658,1658,0,0.858788,0.44160699999999997,0.95,1.354634109785,[0.593 0.067 0.477],[9.91790981e-01 1.27868895e-01 4.42716404e-04],[-0.01559635  0.11753231  0.99294658],[ 0.12691495 -0.98480237  0.11856177],[1 1 1]
City/D01066.obj,City,9894,16805,16805,0,0.95,0.0684959,0.8179029999999999,1.2554509172906003,[0.567 0.037 0.567],[-0.50193864 -0.86483533 -0.01083782],[-0.00672307  0.01643166 -0.99984239],[ 0.8648771  -0.50178667 -0.01406203],[1 1 1]
City/D01068.obj,City,5538,9290,9290,0,0.95,0.185119,0.948098,1.3548648869038564,[0.47  0.055 0.416],[ 0.77790626 -0.6283165   0.00895636],[ 0.04832162  0.04560301 -0.99779025],[0.62651965 0.77662007 0.06583614],[1 1 1]
City/D01079.obj,City,9201,17394,17394,0,0.95,0.0548889,0.903504,1.3121860650682167,[0.5   0.042 0.398],[-0.01140909  0.99991304  0.0066134 ],[9.99934914e-01 1.14087500e-02 8.91784510e-05],[-1.37201060e-05 -6.61398375e-03  9.99978127e-01],[1 1 1]
City/D01090.obj,City,7089,13191,13191,0,0.7769929999999999,0.0864045,0.95,1.2303186008791585,[0.423 0.072 0.516],[ 0.88435244 -0.46680924 -0.00314543],[ 0.00678818  0.01959663 -0.99978492],[0.46677048 0.88414088 0.02049911],[1 1 1]
City/D01091.obj,City,1321,2136,2136,0,0.47514599999999996,0.190775,0.95,1.079193597989258,[0.238 0.053 0.662],[ 0.99884448  0.0479851  -0.00267007],[-0.00529965  0.16519452  0.98624677],[ 0.04776623 -0.98509299  0.16525794],[1 1 1]
City/D01092.obj,City,1380,1337,1337,0,0.95,0.27632399999999996,0.95,1.3716249315960978,[0.557 0.076 0.517],[ 0.19810661 -0.97857067  0.05615354],[-0.98016964 -0.1975097   0.01604335],[0.00460868 0.05821829 0.99829324],[1 1 1]
City/D01101.obj,City,26070,35805,35805,0,0.468371,0.09751699999999999,0.95,1.063663931385285,[0.148 0.06  0.698],[-0.99697216  0.07435389 -0.02275998],[-0.0207896   0.02716742  0.99941469],[ 0.0749287   0.99686179 -0.02553937],[1 1 1]
City/D01103.obj,City,2274,2938,2938,0,0.831228,0.160283,0.95,1.2724506387569618,[0.394 0.074 0.672],[-0.81513326  0.57798053 -0.03868172],[0.01375453 0.08606914 0.99619422],[ 0.57911017  0.81149899 -0.07810767],[1 1 1]
City/D01124.obj,City,5211,9152,9152,0,0.95,0.298101,0.6979259999999999,1.2159214233152569,[0.711 0.068 0.33 ],[-0.17596701 -0.98388517 -0.0317109 ],[-0.00854538  0.0337391  -0.99939414],[ 0.98435897 -0.17558942 -0.01434464],[1 1 1]
City/D01133.obj,City,5804,10692,10692,0,0.95,0.320009,0.95,1.3810886141305343,[0.44  0.088 0.494],[0.44845508 0.89352818 0.02225814],[-0.00621983 -0.02178231  0.99974339],[ 0.89378373 -0.44847845 -0.0042108 ],[1 1 1]
City/D01173.obj,City,2341,4217,4217,0,0.95,0.038384999999999996,0.9,1.3091880721366964,[0.441 0.03  0.528],[-0.6059037   0.79552681 -0.00421929],[-3.43852473e-04  5.04181205e-03  9.99987231e-01],[ 0.79553792  0.60589742 -0.00278131],[1 1 1]
City/D01181.obj,City,5137,5315,5315,0,0.95,0.211017,0.6160479999999999,1.1517566203816672,[0.811 0.107 0.333],[ 0.11112243 -0.95805689  0.26415678],[ 0.99380452  0.10768507 -0.02750469],[-0.00209469  0.26557659  0.96408749],[1 1 1]
City/D01192.obj,City,14752,16048,16048,0,0.9265753,0.337786,0.600857,1.1548464412271833,[0.548 0.112 0.396],[-0.28178047 -0.94389017  0.17225305],[-0.0505348  -0.16467856 -0.98505188],[ 0.95814717 -0.28627316 -0.0012961 ],[1 1 1]
City/D01195.obj,City,16857,16061,16061,0,0.95,0.17349900000000001,0.730089,1.210632830763316,[0.506 0.042 0.39 ],[ 7.52517758e-04 -9.99999698e-01 -1.94294725e-04],[ 5.74962506e-04 -1.93862079e-04  9.99999816e-01],[ 9.99999552e-01  7.52629332e-04 -5.74816448e-04],[1 1 1]
City/m1652.obj,City,2274,2938,2938,0,0.831228,0.160283,0.95,1.2724506387569618,[0.394 0.074 0.672],[-0.81513325  0.57798055 -0.03868164],[0.01375458 0.08606905 0.99619422],[ 0.57911017  0.81149899 -0.07810763],[1 1 1]
City/m1654.obj,City,5538,9290,9290,0,0.95,0.185119,0.948098,1.3548648869038564,[0.47  0.055 0.416],[ 0.77790627 -0.6283165   0.00895614],[ 0.04832148  0.04560318 -0.99779025],[0.62651965 0.77662006 0.06583618],[1 1 1]
City/m1659.obj,City,5804,10692,10692,0,0.95,0.320009,0.95,1.3810886141305343,[0.44  0.088 0.494],[0.44845511 0.89352817 0.02225818],[-0.00622    -0.02178227  0.99974339],[ 0.89378372 -0.44847847 -0.00421062],[1 1 1]
City/m1660.obj,City,2341,4217,4217,0,0.95,0.038384999999999996,0.9,1.3091880721366964,[0.441 0.03  0.528],[-0.6059037   0.79552681 -0.0042193 ],[-3.43851870e-04  5.04182033e-03  9.99987231e-01],[ 0.79553792  0.60589742 -0.00278131],[1 1 1]
City/m1661.obj,City,1344,2022,2022,0,0.815902,0.053813999999999994,0.95,1.2534320963658143,[0.487 0.053 0.48 ],[ 0.94344856 -0.33102362  0.01811546],[ 0.01623916 -0.00843329 -0.99983257],[ 0.33112097  0.94358478 -0.00258083],[1 1 1]
City/m1662.obj,City,9201,17394,17394,0,0.95,0.054889,0.903504,1.3121860692512324,[0.5   0.042 0.398],[-0.01140909  0.99991304  0.00661327],[9.99934914e-01 1.14087500e-02 8.91751955e-05],[-1.37183061e-05 -6.61385619e-03  9.99978128e-01],[1 1 1]
City/m1664.obj,City,1049,1891,1891,0,0.728517,0.319403,0.95,1.2390541940117066,[0.315 0.108 0.603],[0.96213078 0.22258802 0.1573497 ],[ 0.21044314 -0.23963988 -0.94777973],[-0.17325715  0.94500122 -0.27740702],[1 1 1]
ClassicPiano/D00005.obj,ClassicPiano,626,3708,3708,0,1.2029949999999998,1.47815,1.504024,2.4277999475041185,[1.648 0.38  0.799],[-0.14581302 -0.98138115  0.12501839],[-0.30234634  0.16452806  0.93889148],[ 0.94197943 -0.09910375  0.32070733],[1 1 1]
ClassicPiano/D00009.obj,ClassicPiano,2027,11958,11958,0,1.619827,2.8079840000000003,1.760945,3.6891111324016794,[-0.104 -0.262  0.54 ],[ 0.97636152  0.21613642 -0.00180014],[ 0.10629961 -0.47290644  0.87467702],[-0.18819826  0.85419234  0.48470286],[-1 -1  1]
ClassicPiano/D00034.obj,ClassicPiano,1611,10902,10902,0,12.264778,11.20775,4.276281,17.15590331759727,[10.482  3.406  1.995],[ 0.07443677 -0.01955632  0.99703396],[-0.98488865 -0.15822278  0.07042656],[ 0.1563762  -0.98720976 -0.03103839],[1 1 1]
ClassicPiano/D00092.obj,ClassicPiano,5901,33381,33381,0,46.1645,59.8574,58.297399999999996,95.46023382419509,[25.257  6.338 -6.641],[ 0.06106978 -0.05482046  0.99662691],[ 0.98992255 -0.12448388 -0.06750632],[0.12776471 0.99070605 0.0466658 ],[ 1  1 -1]
ClassicPiano/D00120.obj,ClassicPiano,231,1311,1311,0,1.710508,1.3224,1.5961400000000001,2.6874229807873564,[0.457 0.09  0.86 ],[-0.10208813 -0.38635643  0.91668246],[-0.49913576  0.81699712  0.28875458],[-0.86048911 -0.42807058 -0.27625001],[1 1 1]
ClassicPiano/D00190.obj,ClassicPiano,1572,10371,10371,0,6.343216,7.3585579999999995,5.139549,10.990893002182352,[ 2.986 -0.351  1.824],[-0.01757209  0.05518945  0.99832126],[ 0.73548447 -0.675672    0.0502984 ],[ 0.67731367  0.73513364 -0.02871801],[1 1 1]
ClassicPiano/D00233.obj,ClassicPiano,5205,27690,27690,0,27.099985,17.45618,14.622364,35.39690574246739,[-13.777   0.946   5.658],[ 0.10521339 -0.4291407   0.89708885],[ 0.21183366 -0.87171988 -0.44184946],[ 9.71625773e-01  2.36522095e-01 -8.10152895e-04],[-1  1  1]
ClassicPiano/D00254.obj,ClassicPiano,1335,8016,8016,0,2.69328,4.071269999999999,2.0569599999999997,5.297176702064978,[ 3.101 -7.116  0.889],[0.03564758 0.16024228 0.98643381],[ 0.91318995 -0.40619717  0.03298443],[ 0.40597212  0.89962563 -0.16081159],[ 1 -1  1]
ClassicPiano/D00279.obj,ClassicPiano,7253,43107,43107,0,2.047073,0.9815149999999999,1.3228460000000002,2.6275085351469367,[-0.61   0.046  0.688],[ 0.00205983 -0.01580592  0.99987296],[-0.15516072 -0.98777083 -0.01529497],[ 0.98788709 -0.15510951 -0.0044871 ],[-1  1  1]
ClassicPiano/D00305.obj,ClassicPiano,1711,10353,10353,0,1.895665,3.2832730000000003,1.0128250000000003,3.9241867775857715,[0.899 0.475 6.211],[-0.15137035 -0.20810641  0.96632227],[-0.98026815 -0.09412311 -0.17382519],[ 0.12712739 -0.97356693 -0.18975264],[1 1 1]
ClassicPiano/D00314.obj,ClassicPiano,6800,31047,31047,0,1.9994949999999998,2.4118939999999998,2.1159527,3.7805381562547793,[1.602 1.495 0.981],[-0.26009912 -0.19421719  0.94584784],[-0.93664175 -0.18727765 -0.29602249],[ 0.23462882 -0.96291576 -0.13320118],[1 1 1]
ClassicPiano/D00561.obj,ClassicPiano,1826,9165,9165,0,2.5978199999999996,3.8227640000000003,2.243919,5.1378366878149215,[6.999 1.875 0.982],[0.06131184 0.02921336 0.99769105],[ 0.95995266 -0.27549491 -0.05092592],[ 0.27337109  0.96085854 -0.04493455],[1 1 1]
ClassicPiano/D00579.obj,ClassicPiano,2369,12150,12150,0,1.7618800000000006,3.0248299999999997,2.0389518,4.051066786171667,[6.479 2.254 0.958],[-0.07138075 -0.12390109  0.98972385],[-0.9899164  -0.11291629 -0.08553034],[ 0.12235325 -0.98584909 -0.11459167],[1 1 1]
ClassicPiano/D00605.obj,ClassicPiano,8121,47805,47805,0,1.386704,2.49472,1.85693,3.405108645390922,[0.675 0.459 0.854],[0.09342494 0.13008365 0.9870917 ],[-0.39634279 -0.90462621  0.15672848],[ 0.91333684 -0.40586902 -0.03295693],[1 1 1]
ClassicPiano/D00784.obj,ClassicPiano,5131,31437,31437,0,1.8885349999999999,2.484315,1.935681,3.672226354571706,[ 0.577 -2.332  0.796],[-0.03061723 -0.07945596  0.99636807],[-0.94012896 -0.33623618 -0.05570242],[ 0.33944089 -0.93841994 -0.06440423],[ 1 -1  1]
ClassicPiano/D00789.obj,ClassicPiano,3136,15573,15573,0,4.497877,7.424686,5.193624,10.115858340205294,[2.332 2.23  1.986],[-0.05375634 -0.07915301  0.995412  ],[-0.98856188 -0.13645162 -0.06423675],[ 0.14091011 -0.9874795  -0.07091251],[1 1 1]
ClassicPiano/D00811.obj,ClassicPiano,615,3606,3606,0,1.329058,1.6806290000000002,1.578419,2.6612620206522317,[0.934 0.148 0.726],[ 0.25717751  0.9197591  -0.29648427],[0.33503034 0.20291436 0.92009806],[-0.90642948  0.33595976  0.25596219],[1 1 1]
ClassicPiano/D00845.obj,ClassicPiano,750,3345,3345,0,2.101326,2.553000000000001,2.466056,4.124901471964149,[2.724 8.58  1.104],[0.19694827 0.86637697 0.45891428],[-0.92446585  0.00824698  0.38117567],[ 0.32645716 -0.49932247  0.80256015],[1 1 1]
ClassicPiano/D00967.obj,ClassicPiano,4279,8391,8391,0,4.323386,3.1332169999999997,1.93986,5.68082494834025,[1.905 2.086 0.99 ],[-0.01773194  0.21030983  0.97747396],[-0.12308636 -0.97065056  0.20660888],[ 0.99223753 -0.11665014  0.04309779],[1 1 1]
ClassicPiano/D00983.obj,ClassicPiano,204,954,954,0,2.13754,1.727527,0.980643,2.918062281853833,[ 0.253 -0.386  0.608],[-0.08998591  0.08873887  0.99198183],[ 0.132121    0.98828315 -0.07642287],[ 0.98714061 -0.12418465  0.10065583],[ 1 -1  1]
Computer/D01002.obj,Computer,2591,5109,5109,0,0.95,0.623602,0.64488,1.306617644456097,[0.49  0.167 0.113],[ 0.01025815 -0.79030885 -0.61262279],[ 0.02341314 -0.61229724  0.79028091],[ 0.99967324  0.02245025 -0.01222258],[1 1 1]
Computer/D01023.obj,Computer,11463,20749,20749,0,180.0084,415.19,453.399,640.5906753704428,[ 19.218 -56.513  -5.091],[-0.99734056 -0.07286961  0.00135157],[-0.06539003  0.90285207  0.42494974],[ 0.03218619 -0.42373123  0.90521594],[ 1 -1 -1]
Computer/D01026.obj,Computer,396,760,760,0,0.95,0.673854,0.925566,1.4877001155044653,[0.619 0.308 0.544],[-0.48949265  0.22218624  0.84322608],[ 0.62235299 -0.58831675  0.51629464],[0.61079759 0.7775067  0.14969846],[1 1 1]
Computer/D01028.obj,Computer,2503,4217,4217,0,0.95,0.452648,0.699189,1.2634300414447173,[0.353 0.145 0.488],[-0.32724997 -0.94322002 -0.0569513 ],[ 0.24461602 -0.14277661  0.95905049],[-0.91272694  0.29991804  0.27745036],[1 1 1]
Computer/D01033.obj,Computer,2986,5666,5666,0,0.637817,0.6228859999999999,0.95,1.3028037052775832,[0.509 0.161 0.424],[ 0.66863419  0.67157647 -0.31923872],[0.37849605 0.0621609  0.92351327],[-0.64005395  0.73832314  0.21262614],[1 1 1]
Computer/D01037.obj,Computer,135,400,400,0,0.87783,0.8241445000000001,0.95,1.5337208565381935,[0.369 0.404 0.434],[-0.27257937  0.42452448  0.86341152],[0.87756124 0.47760229 0.04221768],[-0.39444488  0.76920415 -0.50273076],[1 1 1]
Computer/D01067.obj,Computer,5026,9528,9528,0,0.95,0.674188,0.925849,1.4880274964344578,[0.614 0.126 0.66 ],[-0.84516443  0.37280542  0.38303161],[ 0.40083338 -0.032002    0.91559187],[ 0.35359539  0.92735753 -0.1223859 ],[1 1 1]
Computer/D01070.obj,Computer,3935,7734,7734,0,2.47519,1.31806,3.4125,4.416899812051435,[ 1.1   -0.049  2.351],[0.97445562 0.22077276 0.04117809],[-0.0442143   0.00882656  0.99898308],[ 0.22018479 -0.97528533  0.01836241],[ 1 -1  1]
Computer/D01071.obj,Computer,29,43,43,0,0.781396,0.781392,0.95,1.4572759404038755,[0.419 0.521 0.333],[-0.1488567   0.75764145  0.63546921],[-0.98453252 -0.17359832 -0.02365021],[-0.09239801  0.6291606  -0.77176392],[1 1 1]
Computer/D01072.obj,Computer,325,618,618,0,0.885416,0.7115159999999999,0.95,1.4807823983664852,[0.41 0.17 0.62],[0.49549111 0.56958664 0.65578931],[-0.31919021 -0.58276513  0.74733019],[ 0.80784043 -0.579617   -0.10694846],[1 1 1]
Computer/D01073.obj,Computer,4638,8997,8997,0,33.4605,29.82796,23.971304,50.83242738126929,[2.971 5.062 5.908],[-0.5688377  -0.72069311  0.39626395],[0.16078774 0.3750643  0.91294801],[ 0.8065798  -0.58303363  0.0974721 ],[1 1 1]
Computer/D01082.obj,Computer,4269,6365,6365,0,0.730085,0.95,0.614211,1.3463949122549446,[0.426 0.246 0.331],[ 0.07288783  0.69703686 -0.71332109],[0.88267174 0.28788249 0.37150272],[-0.46430374  0.6567064   0.59427161],[1 1 1]
Computer/D01085.obj,Computer,46,76,76,0,0.6785709999999999,0.95,0.72381,1.3736300514115871,[0.364 0.354 0.426],[ 4.72506853e-07 -2.18848325e-01  9.75758890e-01],[ 1.00000000e+00  1.37983458e-06 -1.74768959e-07],[ 1.30813797e-06 -9.75758890e-01 -2.18848325e-01],[1 1 1]
Computer/D01098.obj,Computer,668,1092,1092,0,0.95,0.725843,0.872328,1.4799676348599655,[0.513 0.173 0.532],[-0.01119472 -0.96524032 -0.26112411],[-0.02584604 -0.26077391  0.96505386],[ 0.99960325 -0.01755253  0.02202835],[1 1 1]
Computer/D01100.obj,Computer,2986,5666,5666,0,19.654999999999987,29.276799999999994,19.195700000000002,40.14878505920197,[-108.522 -101.917   15.527],[-0.37844689  0.06217833  0.92353224],[ 0.66869159 -0.67152384  0.31922923],[-0.64002306 -0.73836955 -0.21255798],[-1 -1  1]
Computer/D01102.obj,Computer,28,30,30,0,0.6039599999999999,0.583372,0.95,1.2679079509112638,[0.328 0.186 0.47 ],[ 0.00489198 -0.84940377  0.52772086],[-9.99982021e-01 -5.98538881e-03 -3.64062343e-04],[-0.00346785  0.52770959  0.84941778],[1 1 1]
Computer/D01115.obj,Computer,8163,11210,11210,0,82.183914,227.399094,229.611779,333.4458167797657,[22.148 -4.722  1.19 ],[ 0.96928192  0.22847712 -0.09105368],[ 0.1436005  -0.2251538   0.96368286],[-0.1996784   0.94715573  0.25104694],[1 1 1]
Computer/D01128.obj,Computer,17301,34133,34133,0,0.904395,0.508106,0.95,1.4066278908300516,[0.502 0.176 0.727],[0.25393228 0.86997214 0.42269005],[-0.31674712 -0.33811961  0.88619772],[ 0.91388712 -0.35892006  0.18970169],[1 1 1]
Computer/D01164.obj,Computer,2674,5270,5270,0,0.752486,0.3964,0.95,1.2750953455314624,[0.433 0.086 0.489],[-0.95574427 -0.28081282 -0.0877328 ],[ 0.05859603  0.11053862 -0.99214299],[ 0.28830434 -0.95337578 -0.08919214],[1 1 1]
Computer/D01185.obj,Computer,270,538,538,0,0.884483,0.827815,0.95,1.5395089644149527,[0.538 0.345 0.593],[0.68658261 0.15443116 0.71046136],[-0.37960676 -0.7572686   0.53145364],[-0.62008308  0.63458276  0.46130434],[1 1 1]
Computer/m1764.obj,Computer,668,1092,1092,0,0.95,0.725843,0.872328,1.4799676348599655,[0.513 0.173 0.532],[-0.01119473 -0.96524033 -0.26112408],[-0.025846   -0.26077388  0.96505387],[ 0.99960325 -0.01755253  0.02202831],[1 1 1]
Computer/m1765.obj,Computer,28,30,30,0,0.6039599999999999,0.583372,0.95,1.2679079509112638,[0.328 0.186 0.47 ],[ 0.00489186 -0.84940389  0.52772066],[-9.99982022e-01 -5.98525281e-03 -3.64056900e-04],[-0.00346777  0.5277094   0.8494179 ],[1 1 1]
Computer/m1766.obj,Computer,29,43,43,0,0.781396,0.781392,0.95,1.4572759404038755,[0.419 0.521 0.333],[-0.1488575   0.75764128  0.63546923],[-0.98453235 -0.17359928 -0.0236503 ],[-0.09239856  0.62916054 -0.7717639 ],[1 1 1]
Computer/m1767.obj,Computer,2591,5109,5109,0,0.95,0.623602,0.64488,1.306617644456097,[0.49  0.167 0.113],[ 0.01025812 -0.7903093  -0.61262222],[ 0.02341322 -0.61229666  0.79028136],[ 0.99967324  0.02245026 -0.01222268],[1 1 1]
Computer/m1769.obj,Computer,46,76,76,0,0.6785709999999999,0.95,0.72381,1.3736300514115871,[0.364 0.354 0.426],[ 6.65013340e-07 -2.18848325e-01  9.75758890e-01],[ 1.00000000e+00  1.96261713e-06 -2.41348422e-07],[ 1.86222241e-06 -9.75758890e-01 -2.18848325e-01],[1 1 1]
Computer/m1770.obj,Computer,2986,5666,5666,0,0.637817,0.6228859999999999,0.95,1.3028037052775832,[0.509 0.161 0.424],[ 0.66863421  0.67157647 -0.3192387 ],[0.37849603 0.06216088 0.92351328],[-0.64005394  0.73832315  0.21262614],[1 1 1]
Computer/m1772.obj,Computer,17301,34133,34133,0,0.904395,0.508106,0.95,1.4066278908300516,[0.502 0.176 0.727],[0.25393228 0.86997217 0.42268999],[-0.31674711 -0.33811955  0.88619774],[ 0.91388712 -0.35892005  0.1897017 ],[1 1 1]
Computer/m1773.obj,Computer,2503,4217,4217,0,0.95,0.452648,0.699189,1.2634300414447173,[0.353 0.145 0.488],[-0.32724996 -0.94322003 -0.05695127],[ 0.24461604 -0.14277658  0.95905049],[-0.91272693  0.29991804  0.27745038],[1 1 1]
Computer/m1774.obj,Computer,284,740,740,0,0.882078,0.828794,0.95,1.5386556120587869,[0.517 0.345 0.559],[0.63227874 0.18908384 0.75131278],[-0.44143636 -0.70901608  0.54993649],[-0.63667694  0.67936993  0.36482731],[1 1 1]
Computer/m1775.obj,Computer,396,760,760,0,0.95,0.673854,0.925566,1.4877001155044653,[0.619 0.308 0.544],[-0.48949261  0.22218623  0.8432261 ],[ 0.62235295 -0.58831683  0.51629459],[0.61079766 0.77750665 0.14969849],[1 1 1]
Computer/m1776.obj,Computer,270,538,538,0,0.884483,0.827815,0.95,1.5395089644149527,[0.538 0.345 0.593],[0.68658268 0.15443116 0.71046129],[-0.37960673 -0.75726859  0.53145368],[-0.62008303  0.63458278  0.46130439],[1 1 1]
Computer/m1777.obj,Computer,325,618,618,0,0.885416,0.7115159999999999,0.95,1.4807823983664852,[0.41 0.17 0.62],[0.49549112 0.56958671 0.65578925],[-0.31919026 -0.58276502  0.74733026],[ 0.80784041 -0.57961705 -0.10694836],[1 1 1]
Computer/m1778.obj,Computer,5026,9528,9528,0,0.95,0.674188,0.925849,1.4880274964344578,[0.614 0.126 0.66 ],[-0.84516453  0.37280523  0.38303157],[ 0.40083329 -0.03200203  0.91559191],[ 0.35359524  0.92735761 -0.12238577],[1 1 1]
ComputerKeyboard/D00116.obj,ComputerKeyboard,805,4113,4113,0,17.76702,5.3086,0.696363,18.556216076241647,[-17.082  -6.      0.022],[0.00611237 0.02542314 0.99965809],[-0.08581462 -0.99597561  0.0258542 ],[ 0.99629237 -0.08594331 -0.00390609],[-1 -1  1]
ComputerKeyboard/D00127.obj,ComputerKeyboard,706,3360,3360,0,0.1143,0.43815,0.036337,0.45426896225584246,[0.052 0.219 0.029],[-9.62780460e-04 -1.11608868e-01  9.93751746e-01],[ 9.99966234e-01 -8.21756594e-03  4.58813923e-05],[0.0081611  0.99371824 0.11161301],[1 1 1]
ComputerKeyboard/D00197.obj,ComputerKeyboard,6987,38268,38268,0,4.67,1.68274,0.34814999999999996,4.976115184569183,[3.697 3.115 1.257],[ 9.35441272e-04 -4.78473463e-02  9.98854222e-01],[ 0.00652207 -0.99883312 -0.04785244],[ 9.99978294e-01  6.55936498e-03 -6.22285761e-04],[1 1 1]
